"ID","inchikey","sdftitle","order","set","CVfold","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00168784-03","OKKDEIYWILRZIA-OSZBKLCCSA-N","NCGC00168784-03",762,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159378-04","JOVOSQBPPZZESK-UHFFFAOYSA-N","NCGC00159378-04",763,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016026-10","IWSWDOUXSCRCKW-UHFFFAOYSA-N","NCGC00016026-10",764,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263576-01","UPRWQSQENCASAD-VWXCRWSYSA-N","NCGC00263576-01",765,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095152-09","YTNKWDJILNVLGX-UHFFFAOYSA-N","NCGC00095152-09",766,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00182965-05","RDNLAULGBSQZMP-UHFFFAOYSA-N","NCGC00182965-05",767,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263918-03","MWWSFMDVAYGXBV-RUELKSSGSA-N","NCGC00263918-03",768,"training",0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015012-09","FZSPJBYOKQPKCD-UHFFFAOYSA-N","NCGC00015012-09",769,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016868-12","FSQKKOOTNAMONP-UHFFFAOYSA-N","NCGC00016868-12",770,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00027930-07","YHXISWVBGDMDLQ-UHFFFAOYSA-N","NCGC00027930-07",771,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091071-08","YVGGHNCTFXOJCH-UHFFFAOYSA-N","NCGC00091071-08",772,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00021152-06","ZQDWXGKKHFNSQK-UHFFFAOYSA-N","NCGC00021152-06",773,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181350-03","YCOYDOIWSSHVCK-UHFFFAOYSA-N","NCGC00181350-03",774,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00178168-04","AAOVKJBEBIDNHE-UHFFFAOYSA-N","NCGC00178168-04",775,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00092377-04","JGPJQFOROWSRRS-UHFFFAOYSA-N","NCGC00092377-04",776,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166203-02","DAASOABUJRMZAD-UHFFFAOYSA-N","NCGC00166203-02",777,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016957-05","MNIPYSSQXLZQLJ-UHFFFAOYSA-N","NCGC00016957-05",778,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015226-12","JWBOIMRXGHLCPP-UHFFFAOYSA-N","NCGC00015226-12",779,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00014684-04","YXVGPSQAIBDQJD-UHFFFAOYSA-N","NCGC00014684-04",780,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00022019-03","FBRAWBYQGRLCEK-AVVSTMBFSA-N","NCGC00022019-03",781,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00249935-01","KEVKBVWYVMVEBG-UHFFFAOYSA-N","NCGC00249935-01",782,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249914-01","FYJJXENSONZJRG-UHFFFAOYSA-N","NCGC00249914-01",783,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253751-01","RHUWRJWFHUKVED-UHFFFAOYSA-N","NCGC00253751-01",784,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00182081-04","HDOZVRUNCMBHFH-UHFFFAOYSA-N","NCGC00182081-04",785,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095124-08","YASAKCUCGLMORW-UHFFFAOYSA-N","NCGC00095124-08",786,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015252-12","JJCFRYNCJDLXIK-UHFFFAOYSA-N","NCGC00015252-12",787,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181341-02","FWLKKPKZQYVAFR-LVEZLNDCSA-N","NCGC00181341-02",788,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160388-04","OBWGMKKHCLHVIE-UHFFFAOYSA-N","NCGC00160388-04",789,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00096077-06","KVWDHTXUZHCGIO-UHFFFAOYSA-N","NCGC00096077-06",790,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00017326-05","JZUTXVTYJDCMDU-RBUKOAKNSA-N","NCGC00017326-05",791,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016058-07","MNJNPLVXBISNSX-WDNDVIMCSA-N","NCGC00016058-07",792,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167513-04","UHTHHESEBZOYNR-UHFFFAOYSA-N","NCGC00167513-04",793,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160400-02","NKDJNEGDJVXHKM-UHFFFAOYSA-N","NCGC00160400-02",794,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015708-15","QSLMDECMDJKHMQ-UHFFFAOYSA-N","NCGC00015708-15",795,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249607-02","LNBQBURECUEBKZ-UHFFFAOYSA-N","NCGC00249607-02",796,"training",2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00016418-15","QXKHYNVANLEOEG-UHFFFAOYSA-N","NCGC00016418-15",797,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016747-07","QVZCXCJXTMIDME-UHFFFAOYSA-N","NCGC00016747-07",798,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00344584-01","SGTNSNPWRIOYBX-UHFFFAOYSA-N","NCGC00344584-01",799,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262967-01","MYCMTMIGRXJNSO-UHFFFAOYSA-N","NCGC00262967-01",800,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016511-08","BFPSDSIWYFKGBC-UHFFFAOYSA-N","NCGC00016511-08",801,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016327-11","HSMPDPBYAYSOBC-UHFFFAOYSA-N","NCGC00016327-11",802,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253591-01","JWMQOWBYKLZSPY-UHFFFAOYSA-N","NCGC00253591-01",803,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015970-11","MLKXDPUZXIRXEP-MFOYZWKCSA-N","NCGC00015970-11",804,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164789-04","VWUXBMIQPBEWFH-WCCTWKNTSA-N","NCGC00164789-04",805,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016401-09","DMDGGSIALPNSEE-UHFFFAOYSA-N","NCGC00016401-09",806,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016047-11","WZBWBNCQUTXYEL-UHFFFAOYSA-N","NCGC00016047-11",807,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00023722-08","ODKNJVUHOIMIIZ-RRKCRQDMSA-N","NCGC00023722-08",808,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00167744-02","DKMFBWQBDIGMHM-UHFFFAOYSA-N","NCGC00167744-02",809,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015964-17","DKGZKTPJOSAWFA-UHFFFAOYSA-N","NCGC00015964-17",810,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00167808-02","VGIGHGMPMUCLIQ-UHFFFAOYSA-N","NCGC00167808-02",811,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00165971-02","UWEYRJFJVCLAGH-UHFFFAOYSA-N","NCGC00165971-02",812,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160402-02","IKYIXZSIKOYSLD-UHFFFAOYSA-N","NCGC00160402-02",813,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166249-03","OALHHIHQOFIMEF-UHFFFAOYSA-N","NCGC00166249-03",814,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164619-02","YBBLVLTVTVSKRW-UHFFFAOYSA-N","NCGC00164619-02",815,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015675-11","PZRHRDRVRGEVNW-UHFFFAOYSA-N","NCGC00015675-11",816,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167817-02","FBMYKMYQHCBIGU-UHFFFAOYSA-N","NCGC00167817-02",817,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166240-02","HPHBOJANXDKUQD-UHFFFAOYSA-N","NCGC00166240-02",818,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090698-06","OWRCNXZUPFZXOS-UHFFFAOYSA-N","NCGC00090698-06",819,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00016322-13","MQJKPEGWNLWLTK-UHFFFAOYSA-N","NCGC00016322-13",820,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159375-04","CBCKQZAAMUWICA-UHFFFAOYSA-N","NCGC00159375-04",821,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015451-05","DPYIXBFZUMCMJM-BTJKTKAUSA-N","NCGC00015451-05",822,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016936-04","WZPBZJONDBGPKJ-FSPLSTOPSA-N","NCGC00016936-04",823,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253725-01","GTGMXPIQRQSORU-UHFFFAOYSA-N","NCGC00253725-01",824,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00163803-06","LVQDKIWDGQRHTE-UHFFFAOYSA-N","NCGC00163803-06",825,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164489-04","UPOYFZYFGWBUKL-UHFFFAOYSA-N","NCGC00164489-04",826,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164553-02","WDDPHFBMKLOVOX-AYQXTPAHSA-N","NCGC00164553-02",827,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00095129-06","LNPDTQAFDNKSHK-UHFFFAOYSA-N","NCGC00095129-06",828,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179623-04","CZRQXSDBMCMPNJ-ZUIPZQNBSA-N","NCGC00179623-04",829,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090771-04","WHGYBXFWUBPSRW-FOUAGVGXSA-N","NCGC00090771-04",830,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166125-02","MBBZMMPHUWSWHV-BDVNFPICSA-N","NCGC00166125-02",831,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164507-03","PTBKFATYSVLSSD-UHFFFAOYSA-N","NCGC00164507-03",832,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00249084-02","IBXPYPUJPLLOIN-UHFFFAOYSA-N","NCGC00249084-02",833,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179496-04","YCWSUKQGVSGXJO-UHFFFAOYSA-N","NCGC00179496-04",834,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00253700-01","FGWZEOPEZISTTR-UHFFFAOYSA-N","NCGC00253700-01",835,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091326-06","FZERHIULMFGESH-UHFFFAOYSA-N","NCGC00091326-06",836,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159396-04","XWVOEFLBOSSYGM-UHFFFAOYSA-N","NCGC00159396-04",837,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094916-06","MDKGKXOCJGEUJW-UHFFFAOYSA-N","NCGC00094916-06",838,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016393-07","MEZZCSHVIGVWFI-UHFFFAOYSA-N","NCGC00016393-07",839,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249927-01","IMOLVSPMDGCLMB-UHFFFAOYSA-N","NCGC00249927-01",840,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00262918-01","LXFKHPXXAPOYCC-UHFFFAOYSA-N","NCGC00262918-01",841,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00094557-06","GFGSZUNNBQXGMK-UHFFFAOYSA-N","NCGC00094557-06",842,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016740-18","IENZQIKPVFGBNW-UHFFFAOYSA-N","NCGC00016740-18",843,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160655-03","ZLOXYEZYWCTXHU-UHFFFAOYSA-N","NCGC00160655-03",844,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00025357-04","LBHIOVVIQHSOQN-UHFFFAOYSA-N","NCGC00025357-04",845,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263906-02","HMEYVGGHISAPJR-VQCPGFMQSA-N","NCGC00263906-02",846,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016244-15","QRXWMOHMRWLFEY-UHFFFAOYSA-N","NCGC00016244-15",847,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016698-06","IPANUAHQWFDVAG-BTJKTKAUSA-N","NCGC00016698-06",848,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015727-10","GEOCVSMCLVIOEV-BTJKTKAUSA-N","NCGC00015727-10",849,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00174007-04","VWRCYAZJKNPEQR-NIEARKAZSA-N","NCGC00174007-04",850,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00262907-01","ACCMWZWAEFYUGZ-UHFFFAOYSA-N","NCGC00262907-01",851,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167980-02","TVQZAMVBTVNYLA-UHFFFAOYSA-N","NCGC00167980-02",852,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00092300-02","BZMKNPGKXJAIDV-VAWYXSNFSA-N","NCGC00092300-02",853,"training",3,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015208-19","RCQXSQPPHJPGOF-UHFFFAOYSA-N","NCGC00015208-19",854,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181111-02","MUTNCGKQJGXKEM-UHFFFAOYSA-N","NCGC00181111-02",855,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249905-01","CZGIRAWWWHPJHM-UHFFFAOYSA-N","NCGC00249905-01",856,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262948-01","HLNLBEFKHHCAMV-UHFFFAOYSA-N","NCGC00262948-01",857,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018211-10","DPSPPJIUMHPXMA-UHFFFAOYSA-N","NCGC00018211-10",858,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00092328-02","AFSOIHMEOKEZJF-UHFFFAOYSA-N","NCGC00092328-02",859,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015609-09","WDRYRZXSPDWGEB-UHFFFAOYSA-N","NCGC00015609-09",860,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00167474-04","HTQMVQVXFRQIKW-UHFFFAOYSA-N","NCGC00167474-04",861,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090987-05","PRPINYUDVPFIRX-UHFFFAOYSA-N","NCGC00090987-05",862,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00165856-03","AHLBNYSZXLDEJQ-DUNLCCOXSA-N","NCGC00165856-03",863,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179273-03","HJPMTDNGLRNDJA-ZVXCBTRXSA-N","NCGC00179273-03",864,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00025341-06","HMJIYCCIJYRONP-UHFFFAOYSA-N","NCGC00025341-06",865,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095157-05","BEZZFPOZAYTVHN-UHFFFAOYSA-N","NCGC00095157-05",866,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091888-09","WSSJONWNBBTCMG-UHFFFAOYSA-N","NCGC00091888-09",867,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166259-02","IAJNXBNRYMEYAZ-UHFFFAOYSA-N","NCGC00166259-02",868,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00166056-02","XBLVHTDFJBKJLG-UHFFFAOYSA-N","NCGC00166056-02",869,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160670-03","YTBNTDMBGXAOCG-UHFFFAOYSA-N","NCGC00160670-03",870,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253718-01","AQZWKPDVWWJWRY-UHFFFAOYSA-N","NCGC00253718-01",871,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159380-05","OMPJBNCRMGITSC-UHFFFAOYSA-N","NCGC00159380-05",872,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015053-10","WDEABJKSGGRCQA-UHFFFAOYSA-N","NCGC00015053-10",873,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00274058-01","UZHSEJADLWPNLE-GRGSLBFTSA-N","NCGC00274058-01",874,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00179580-04","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","NCGC00179580-04",875,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015989-17","UEJJHQNACJXSKW-UHFFFAOYSA-N","NCGC00015989-17",876,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159419-04","FTOAOBMCPZCFFF-UHFFFAOYSA-N","NCGC00159419-04",877,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181296-02","ZBVKEHDGYSLCCC-UHFFFAOYSA-N","NCGC00181296-02",878,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00159330-03","HWXIGFIVGWUZAO-UHFFFAOYSA-N","NCGC00159330-03",879,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016479-11","NWPRCRWQMGIBOT-UHFFFAOYSA-N","NCGC00016479-11",880,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018218-10","QELUYTUMUWHWMC-UHFFFAOYSA-N","NCGC00018218-10",881,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016605-08","BRZANEXCSZCZCI-UHFFFAOYSA-N","NCGC00016605-08",882,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00271596-03","BFYIZQONLCFLEV-DAELLWKTSA-N","NCGC00271596-03",883,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00095227-06","RGCKGOZRHPZPFP-UHFFFAOYSA-N","NCGC00095227-06",884,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016255-10","MBGGBVCUIVRRBF-UHFFFAOYSA-N","NCGC00016255-10",885,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263479-01","UJVLDDZCTMKXJK-WNHSNXHDSA-N","NCGC00263479-01",886,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00249920-01","TXLCJMHILCSZJG-QNTYDACNSA-N","NCGC00249920-01",887,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00095135-05","WKEMJKQOLOHJLZ-UHFFFAOYSA-N","NCGC00095135-05",888,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160437-03","UACOQEQOBAQRDQ-UHFFFAOYSA-N","NCGC00160437-03",889,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016408-09","GECHUMIMRBOMGK-UHFFFAOYSA-N","NCGC00016408-09",890,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160653-03","LZCBNYVJTNCPDR-UHFFFAOYSA-N","NCGC00160653-03",891,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262937-01","DVQVBLBKEXITIK-UHFFFAOYSA-N","NCGC00262937-01",892,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016570-06","DNKCFBJMFIUNRS-UHFFFAOYSA-N","NCGC00016570-06",893,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00163329-03","FDEODCTUSIWGLK-RSAXXLAASA-N","NCGC00163329-03",894,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016513-05","CAYGYVYWRIHZCQ-UHFFFAOYSA-N","NCGC00016513-05",895,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00178319-06","OTVAEFIXJLOWRX-NXEZZACHSA-N","NCGC00178319-06",896,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00182543-02","MTZBBNMLMNBNJL-UHFFFAOYSA-N","NCGC00182543-02",897,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00023654-13","FAKRSMQSSFJEIM-RQJHMYQMSA-N","NCGC00023654-13",898,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164634-02","IPOKCKJONYRRHP-FMQUCBEESA-N","NCGC00164634-02",899,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016344-07","KBOPZPXVLCULAV-UHFFFAOYSA-N","NCGC00016344-07",900,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095792-03","WHSXTWFYRGOBGO-UHFFFAOYSA-N","NCGC00095792-03",901,"training",0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160677-02","LWPXJPFOEPMIRG-UHFFFAOYSA-N","NCGC00160677-02",902,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015897-08","XKLMZUWKNUAPSZ-UHFFFAOYSA-N","NCGC00015897-08",903,"training",4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091517-06","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","NCGC00091517-06",904,"training",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164555-03","JRURYQJSLYLRLN-BJMVGYQFSA-N","NCGC00164555-03",905,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00013109-03","BELBBZDIHDAJOR-UHFFFAOYSA-N","NCGC00013109-03",906,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015479-19","TZBJGXHYKVUXJN-UHFFFAOYSA-N","NCGC00015479-19",907,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00142615-08","UCTWMZQNUQWSLP-VIFPVBQESA-N","NCGC00142615-08",908,"training",2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015523-13","QIGBRXMKCJKVMJ-UHFFFAOYSA-N","NCGC00015523-13",909,"training",3,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00169145-02","ILRCGYURZSFMEG-RKQHYHRCSA-N","NCGC00169145-02",910,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00016360-06","VYQNWZOUAUKGHI-UHFFFAOYSA-N","NCGC00016360-06",911,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00092362-02","DMJWENQHWZZWDF-PKOBYXMFSA-N","NCGC00092362-02",912,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00162247-06","OZYUPQUCAUTOBP-QXAKKESOSA-N","NCGC00162247-06",913,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00021222-06","WHBHBVVOGNECLV-OBQKJFGGSA-N","NCGC00021222-06",914,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
